date,type,subtype,sidereal_long,sign,deg_in_sign,nakshatra,pada,visible_from_bhubaneswar
2069-05-06 09:08,Lunar,Total,201.5948,Libra,21.5948,Vishakha,1,?
2069-05-20 17:52,Solar,Partial+Non-Central,35.4852,Taurus,5.4852,Krittika,3,N
2069-10-15 04:18,Solar,Partial+Non-Central,177.5759,Virgo,27.5759,Chitra,2,N
2069-10-30 03:33,Lunar,Total,12.4457,Aries,12.4457,Ashwini,4,?
2070-04-11 02:34,Solar,Total+Central,356.7293,Pisces,26.7293,Revati,4,Y
2070-04-25 09:19,Lunar,Penumbral,190.6058,Libra,10.6058,Swati,2,?
2070-10-04 07:07,Solar,Annular+Central,166.5754,Virgo,16.5754,Hasta,2,N
2070-10-19 18:49,Lunar,Partial,1.7991,Aries,1.7991,Ashwini,1,?
2071-03-16 01:29,Lunar,Penumbral,150.8083,Virgo,0.8083,Uttara Phalguni,2,?
2071-03-31 14:59,Solar,Annular+Central,346.1496,Pisces,16.1496,Uttara Bhadrapada,4,N
2071-09-09 15:04,Lunar,Penumbral,322.3050,Aquarius,22.3050,Purva Bhadrapada,1,?
2071-09-23 17:19,Solar,Total+Central,155.9434,Virgo,5.9434,Uttara Phalguni,3,N
2072-03-04 15:21,Lunar,Total,140.0722,Leo,20.0722,Purva Phalguni,3,?
2072-03-19 20:09,Solar,Partial+Non-Central,335.2091,Pisces,5.2091,Uttara Bhadrapada,1,N
2072-08-28 16:04,Lunar,Total,311.3766,Aquarius,11.3766,Shatabhisha,2,?
2072-09-12 08:58,Solar,Total+Central,145.5965,Leo,25.5965,Purva Phalguni,4,Y
2073-02-07 01:54,Solar,Partial+Non-Central,294.0122,Capricorn,24.0122,Dhanishta,1,N
2073-02-22 07:23,Lunar,Total,129.3639,Leo,9.3639,Magha,3,?
2073-08-03 17:14,Solar,Total+Central,107.1190,Cancer,17.1190,Ashlesha,1,N
2073-08-17 17:41,Lunar,Total,300.5297,Aquarius,0.5297,Dhanishta,3,?
2074-01-27 06:42,Solar,Annular+Central,282.7901,Capricorn,12.7901,Shravana,1,Y
2074-02-11 20:54,Lunar,Penumbral,118.5027,Cancer,28.5027,Ashlesha,4,?
2074-07-08 17:20,Lunar,Penumbral,262.1860,Sagittarius,22.1860,Purva Ashadha,3,?
2074-07-24 03:09,Solar,Annular+Central,96.7519,Cancer,6.7519,Pushya,2,Y
2074-08-07 01:54,Lunar,Penumbral,289.9845,Capricorn,19.9845,Shravana,3,?
2075-01-02 09:53,Lunar,Penumbral,77.3133,Gemini,17.3133,Ardra,4,?
2075-01-16 18:34,Solar,Total+Central,271.8429,Capricorn,1.8429,Uttara Ashadha,2,N
2075-06-28 09:54,Lunar,Partial,252.0453,Sagittarius,12.0453,Moola,4,?
2075-07-13 06:04,Solar,Annular+Central,86.1262,Gemini,26.1262,Punarvasu,2,N
2075-12-22 08:54,Lunar,Partial,65.7437,Gemini,5.7437,Mrigashira,4,?
2076-01-06 10:06,Solar,Total+Central,261.0331,Sagittarius,21.0331,Purva Ashadha,3,N
2076-06-01 17:30,Solar,Partial+Non-Central,47.1885,Taurus,17.1885,Rohini,3,N
2076-06-17 02:38,Lunar,Total,241.8946,Sagittarius,1.8946,Moola,1,?
2076-07-01 06:49,Solar,Partial+Non-Central,75.4213,Gemini,15.4213,Ardra,3,N
2076-11-26 11:41,Solar,Partial+Non-Central,220.1734,Scorpio,10.1734,Anuradha,3,N
2076-12-10 11:33,Lunar,Total,54.3445,Taurus,24.3445,Mrigashira,1,?
2077-05-22 02:44,Solar,Total+Central,36.7504,Taurus,6.7504,Krittika,4,N
2077-06-06 14:58,Lunar,Partial,231.5521,Scorpio,21.5521,Jyeshtha,2,?
2077-11-15 17:06,Solar,Annular+Central,209.0346,Libra,29.0346,Vishakha,3,N
2077-11-29 21:34,Lunar,Partial,43.2780,Taurus,13.2780,Rohini,1,?
2078-04-27 04:34,Lunar,Penumbral,192.5081,Libra,12.5081,Swati,2,?
2078-05-11 17:55,Solar,Total+Central,26.5145,Aries,26.5145,Bharani,4,N
2078-10-21 03:06,Lunar,Penumbral,3.2801,Aries,3.2801,Ashwini,1,?
2078-11-04 16:54,Solar,Annular+Central,197.7150,Libra,17.7150,Swati,4,N
2078-11-19 12:38,Lunar,Penumbral,32.4705,Taurus,2.4705,Krittika,2,?
2079-04-16 05:09,Lunar,Partial,181.4811,Libra,1.4811,Chitra,3,?
2079-05-01 10:48,Solar,Total+Central,16.2934,Aries,16.2934,Bharani,1,N
2079-10-10 17:29,Lunar,Total,352.6517,Pisces,22.6517,Revati,2,?
2079-10-24 18:09,Solar,Annular+Central,186.5243,Libra,6.5243,Chitra,4,N
2080-03-21 12:18,Solar,Partial+Non-Central,336.8275,Pisces,6.8275,Uttara Bhadrapada,2,N
2080-04-04 11:22,Lunar,Total,170.6110,Virgo,20.6110,Hasta,4,?
2080-09-13 16:36,Solar,Partial+Non-Central,146.8286,Leo,26.8286,Uttara Phalguni,1,N
2080-09-29 01:51,Lunar,Total,341.8387,Pisces,11.8387,Uttara Bhadrapada,3,?
2081-03-10 15:22,Solar,Annular+Central,325.7354,Aquarius,25.7354,Purva Bhadrapada,2,N
2081-03-25 00:20,Lunar,Partial,159.9472,Virgo,9.9472,Uttara Phalguni,4,?
2081-09-03 09:06,Solar,Total+Central,136.5738,Leo,16.5738,Purva Phalguni,1,Y
2081-09-18 03:34,Lunar,Penumbral,330.8329,Pisces,0.8329,Purva Bhadrapada,4,?
2082-02-13 06:27,Lunar,Partial,120.0620,Leo,0.0620,Magha,1,?
2082-02-27 14:45,Solar,Annular+Central,314.4255,Aquarius,14.4255,Shatabhisha,3,N
2082-08-08 14:45,Lunar,Penumbral,291.6102,Capricorn,21.6102,Shravana,4,?
2082-08-24 01:14,Solar,Total+Central,126.3511,Leo,6.3511,Magha,2,Y
2083-02-02 18:25,Lunar,Total,109.1003,Cancer,19.1003,Ashlesha,1,?
2083-02-16 18:05,Solar,Partial+Non-Central,303.2274,Aquarius,3.2274,Dhanishta,3,N
2083-07-15 00:12,Solar,Partial+Non-Central,87.7585,Gemini,27.7585,Punarvasu,3,N
2083-07-29 01:04,Lunar,Total,281.1771,Capricorn,11.1771,Shravana,1,?
2083-08-13 12:33,Solar,Partial+Non-Central,115.9780,Cancer,25.9780,Ashlesha,3,N
2084-01-07 17:28,Solar,Partial+Non-Central,262.3106,Sagittarius,22.3106,Purva Ashadha,3,N
2084-01-22 23:11,Lunar,Total,97.7975,Cancer,7.7975,Pushya,2,?
2084-07-03 01:48,Solar,Annular+Central,77.0858,Gemini,17.0858,Ardra,4,N
2084-07-17 16:57,Lunar,Partial,270.9852,Capricorn,0.9852,Uttara Ashadha,2,?
2084-12-27 09:12,Solar,Total+Central,251.5096,Sagittarius,11.5096,Moola,4,N
2085-01-10 22:31,Lunar,Penumbral,86.2480,Gemini,26.2480,Punarvasu,2,?
2085-06-08 02:16,Lunar,Penumbral,233.1100,Scorpio,23.1100,Jyeshtha,2,?
2085-06-22 03:19,Solar,Annular+Central,66.4066,Gemini,6.4066,Mrigashira,4,Y
2085-07-07 10:03,Lunar,Penumbral,260.8582,Sagittarius,20.8582,Purva Ashadha,3,?
2085-12-01 08:24,Lunar,Penumbral,44.8941,Taurus,14.8941,Rohini,2,?
2085-12-16 22:36,Solar,Annular+Central,240.6148,Sagittarius,0.6148,Moola,1,N
2086-05-28 12:42,Lunar,Partial,222.6763,Scorpio,12.6763,Anuradha,3,?
2086-06-11 11:05,Solar,Total+Central,55.9700,Taurus,25.9700,Mrigashira,1,N
2086-11-20 20:18,Lunar,Partial,33.9468,Taurus,3.9468,Krittika,3,?
2086-12-06 05:37,Solar,Partial+Non-Central,229.4734,Scorpio,19.4734,Jyeshtha,1,Y
2087-05-02 18:03,Solar,Partial+Non-Central,17.5048,Aries,17.5048,Bharani,2,N
2087-05-17 15:53,Lunar,Total,211.9069,Scorpio,1.9069,Vishakha,4,?
2087-06-01 01:25,Solar,Partial+Non-Central,45.7641,Taurus,15.7641,Rohini,2,N
2087-10-26 11:45,Solar,Partial+Non-Central,188.2058,Libra,8.2058,Swati,1,N
2087-11-10 12:04,Lunar,Total,23.2081,Aries,23.2081,Bharani,3,?
2088-04-21 10:30,Solar,Total+Central,7.2166,Aries,7.2166,Ashwini,3,Y
2088-05-05 16:15,Lunar,Partial,200.9769,Libra,20.9769,Vishakha,1,?
2088-10-14 14:46,Solar,Annular+Central,177.1437,Virgo,27.1437,Chitra,2,N
2088-10-30 03:01,Lunar,Partial,12.4870,Aries,12.4870,Ashwini,4,?
2089-03-26 09:32,Lunar,Penumbral,161.4644,Virgo,11.4644,Hasta,1,?
2089-04-10 22:43,Solar,Annular+Central,356.6947,Pisces,26.6947,Revati,4,N
2089-09-19 22:09,Lunar,Penumbral,332.7136,Pisces,2.7136,Purva Bhadrapada,4,?
2089-10-04 01:13,Solar,Total+Central,166.4620,Virgo,16.4620,Hasta,2,Y
2090-03-15 23:47,Lunar,Total,150.8036,Virgo,0.8036,Uttara Phalguni,2,?
2090-03-31 03:36,Solar,Partial+Non-Central,345.8094,Pisces,15.8094,Uttara Bhadrapada,4,N
2090-09-08 22:51,Lunar,Total,321.7160,Aquarius,21.7160,Purva Bhadrapada,1,?
2090-09-23 16:55,Solar,Total+Central,156.0548,Virgo,6.0548,Uttara Phalguni,3,N
2091-02-18 09:53,Solar,Partial+Non-Central,304.8560,Aquarius,4.8560,Dhanishta,4,N
2091-03-05 15:56,Lunar,Total,140.1647,Leo,20.1647,Purva Phalguni,3,?
2091-08-15 00:33,Solar,Total+Central,117.3674,Cancer,27.3674,Ashlesha,4,N
2091-08-29 00:36,Lunar,Total,310.8188,Aquarius,10.8188,Shatabhisha,2,?
2092-02-07 15:08,Solar,Annular+Central,293.6900,Capricorn,23.6900,Dhanishta,1,N
2092-02-23 05:19,Lunar,Penumbral,129.3460,Leo,9.3460,Magha,3,?
2092-07-19 00:40,Lunar,Penumbral,272.3914,Capricorn,2.3914,Uttara Ashadha,2,?
2092-08-03 09:58,Solar,Annular+Central,106.9527,Cancer,16.9527,Ashlesha,1,N
2092-08-17 09:12,Lunar,Penumbral,300.2493,Aquarius,0.2493,Dhanishta,3,?
2093-01-12 17:58,Lunar,Penumbral,88.2370,Gemini,28.2370,Punarvasu,3,?
2093-01-27 03:20,Solar,Total+Central,282.7782,Capricorn,12.7782,Shravana,1,N
2093-07-08 17:22,Lunar,Partial,262.2534,Sagittarius,22.2534,Purva Ashadha,3,?
2093-07-23 12:30,Solar,Annular+Central,96.2935,Cancer,6.2935,Pushya,1,N
2094-01-01 16:58,Lunar,Partial,76.6619,Gemini,16.6619,Ardra,3,?
2094-01-16 18:57,Solar,Total+Central,271.9841,Capricorn,1.9841,Uttara Ashadha,2,N
2094-06-13 00:20,Solar,Partial+Non-Central,57.4088,Taurus,27.4088,Mrigashira,2,N
2094-06-28 10:00,Lunar,Total,252.1143,Sagittarius,12.1143,Moola,4,?
2094-07-12 13:23,Solar,Partial+Non-Central,85.5943,Gemini,25.5943,Punarvasu,2,N
2094-12-07 20:04,Solar,Partial+Non-Central,231.0449,Scorpio,21.0449,Jyeshtha,2,N
2094-12-21 19:54,Lunar,Total,65.2541,Gemini,5.2541,Mrigashira,4,?
2095-06-02 10:06,Solar,Total+Central,47.0219,Taurus,17.0219,Rohini,3,N
2095-06-17 21:58,Lunar,Partial,241.7729,Sagittarius,1.7729,Moola,1,?
2095-11-27 01:01,Solar,Annular+Central,219.8478,Scorpio,9.8478,Anuradha,2,N
2095-12-11 06:13,Lunar,Partial,54.1771,Taurus,24.1771,Mrigashira,1,?
2096-05-07 11:23,Lunar,Penumbral,202.8644,Libra,22.8644,Vishakha,1,?
2096-05-22 01:35,Solar,Total+Central,36.8304,Taurus,6.8304,Krittika,4,Y
2096-06-06 02:42,Lunar,Penumbral,231.1300,Scorpio,21.1300,Jyeshtha,2,?
2096-10-31 11:28,Lunar,Penumbral,13.9840,Aries,13.9840,Bharani,1,?
2096-11-15 00:34,Solar,Annular+Central,208.4673,Libra,28.4673,Vishakha,3,N
2096-11-29 21:20,Lunar,Penumbral,43.3363,Taurus,13.3363,Rohini,2,?
2097-04-26 12:16,Lunar,Partial,191.9082,Libra,11.9082,Swati,2,?
2097-05-11 18:33,Solar,Total+Central,26.6593,Aries,26.6593,Bharani,4,N
2097-10-21 01:29,Lunar,Total,3.2837,Aries,3.2837,Ashwini,1,?
2097-11-04 01:59,Solar,Annular+Central,197.2273,Libra,17.2273,Swati,4,N
2098-04-01 20:00,Solar,Partial+Non-Central,347.4190,Pisces,17.4190,Revati,1,N
2098-04-15 19:03,Lunar,Total,181.1230,Libra,1.1230,Chitra,3,?
2098-09-25 00:29,Solar,Partial+Non-Central,157.2961,Virgo,7.2961,Uttara Phalguni,4,N
2098-10-10 09:18,Lunar,Total,352.3831,Pisces,22.3831,Revati,2,?
2098-10-24 10:34,Solar,Partial+Non-Central,186.3446,Libra,6.3446,Chitra,4,N
2099-03-21 22:52,Solar,Annular+Central,336.3961,Pisces,6.3961,Uttara Bhadrapada,1,N
2099-04-05 08:29,Lunar,Partial,170.5517,Virgo,20.5517,Hasta,4,?
2099-09-14 16:56,Solar,Total+Central,146.9721,Leo,26.9721,Uttara Phalguni,1,N
2099-09-29 10:35,Lunar,Penumbral,341.2846,Pisces,11.2846,Uttara Bhadrapada,3,?
2100-02-24 15:03,Lunar,Penumbral,130.9066,Leo,10.9066,Magha,4,?
2100-03-10 22:26,Solar,Annular+Central,325.1589,Aquarius,25.1589,Purva Bhadrapada,2,N
2100-08-19 21:43,Lunar,Penumbral,301.8631,Aquarius,1.8631,Dhanishta,3,?
2100-09-04 08:47,Solar,Total+Central,136.6851,Leo,16.6851,Purva Phalguni,2,N
